vulnerability,capture_date,totalcount,exploit_source,exploit_type,exploit_platform,exploit_vendor,exploit_attack,cwe,cpe,vulnerable_cities,vulnerable_services,cvss_source,cvss3_basescore,cvss3_severity,cvss3_impactscore,cvss3_exploitabilityscore,cvss3_attackvector,cvss3_attackcomplexity,cvss3_privilegesrequired,cvss3_userinteraction,cvss3_scope,cvss3_confidentiality ,cvss3_integrity,cvss3_availability,cvss2_basescore,cvss2_severity,cvss2_impactscore,cvss2_exploitabilityscore,cvss2_attackvector,cvss2_attackcomplexity,cvss2_authentication,cvss2_confidentiality ,cvss2_integrity,cvss2_availability
CVE-2017-9067,11/14/2020,245075,NVD,remote,MODX,MODX,Arbitrary File Execution,22,"cpe:2.3:a:modx:modx_revolution:2.5.6:*:*:*:*:*:*:*,cpe:2.3:a:php:php:5.3.3:*:*:*:*:*:*:*","Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,7,HIGH,5.9,1,Local,High,Low,None,Unchanged,High,High,High,4.4,MEDIUM,6.4,3.4,Local,Medium,N,Partial,Partial,Partial
CVE-2017-9118,11/14/2020,3634,NVD,"remote,webapps",PHP,php,Out of Bounds,125,cpe:2.3:a:php:php:7.1.5cpe:2.3:a:netapp:storage_automation_store:-,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,7.5,HIGH,3.6,3.9,Network,Low,None,None,Unchanged,None,None,None,5,MEDIUM,2.9,10,Network,Low,None,None,None,Partial
CVE-2017-9120,11/14/2020,182508,NVD,"remote,dos","PHP
",php,Denial of Service,190,cpe:2.3:a:php:phpcpe:2.3:a:netapp:storage_automation_store:-,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,nginx,lighttpd,Microsoft IIS httpd,LiteSpeed httpd",NVD,9.8,CRITICAL,5.9,3.9,Network,Low,None,None,Unchanged,High,High,High,7.5,HIGH,6.4,10,Network,Low,None,Partial,Partial,Partial
CVE-2017-9788,11/14/2020,3644618,SecurityFocus,"remote,webapps",Apache HTTP Server,Apache,Memory Corruption,"20,200","cpe:2.3:a:apache:http_server:*:*:*:*:*:*:*:*,cpe:2.3:a:apache:http_server:*:*:*:*:*:*:*:*,cpe:2.3:o:debian:debian_linux:8.0:*:*:*:*:*:*:*,cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*,cpe:2.3:o:apple:mac_os_x:*:*:*:*:*:*:*:*,cpe:2.3:a:netapp:oncommand_unified_manager:-:*:*:*:*:7-mode:*:*,cpe:2.3:a:netapp:storage_automation_store:-:*:*:*:*:*:*:*,cpe:2.3:o:redhat:enterprise_linux_desktop:6.0:*:*:*:*:*:*:*,cpe:2.3:o:redhat:enterprise_linux_desktop:7.0:*:*:*:*:*:*:*,cpe:2.3:o:redhat:enterprise_linux_server:6.0:*:*:*:*:*:*:*cpe:2.3:o:redhat:enterprise_linux_server:7.0:*:*:*:*:*:*:*cpe:2.3:o:redhat:enterprise_linux_server_aus:7.2:*:*:*:*:*:*:*cpe:2.3:o:redhat:enterprise_linux_server_aus:7.3:*:*:*:*:*:*:*,cpe:2.3:o:redhat:enterprise_linux_server_aus:7.4:*:*:*:*:*:*:*,cpe:2.3:o:redhat:enterprise_linux_server_aus:7.6:*:*:*:*:*:*:*,cpe:2.3:o:redhat:enterprise_linux_server_eus:6.7:*:*:*:*:*:*:*,cpe:2.3:o:redhat:enterprise_linux_server_eus:7.2:*:*:*:*:*:*:*,cpe:2.3:o:redhat:enterprise_linux_server_eus:7.3:*:*:*:*:*:*:*,cpe:2.3:o:redhat:enterprise_linux_server_eus:7.4:*:*:*:*:*:*:*,cpe:2.3:o:redhat:enterprise_linux_server_eus:7.5:*:*:*:*:*:*:*,cpe:2.3:o:redhat:enterprise_linux_server_eus:7.6:*:*:*:*:*:*:*,cpe:2.3:o:redhat:enterprise_linux_server_tus:7.2:*:*:*:*:*:*:*,cpe:2.3:o:redhat:enterprise_linux_server_tus:7.3:*:*:*:*:*:*:*,cpe:2.3:o:redhat:enterprise_linux_server_tus:7.4:*:*:*:*:*:*:*,cpe:2.3:o:redhat:enterprise_linux_server_tus:7.6:*:*:*:*:*:*:*,cpe:2.3:o:redhat:enterprise_linux_workstation:6.0:*:*:*:*:*:*:*,cpe:2.3:o:redhat:enterprise_linux_workstation:7.0:*:*:*:*:*:*:*,cpe:2.3:a:redhat:jboss_core_services:1.0:*:*:*:*:*:*:*,cpe:2.3:a:redhat:jboss_enterprise_application_platform:6.0.0:*:*:*:*:*:*:*,cpe:2.3:a:redhat:jboss_enterprise_application_platform:6.4.0:*:*:*:*:*:*:*,cpe:2.3:a:redhat:jboss_enterprise_web_server:2.0.0:*:*:*:*:*:*:*,cpe:2.3:o:redhat:enterprise_linux:6.0:*:*:*:*:*:*:*,,cpe:2.3:o:redhat:enterprise_linux:7.0:*:*:*:*:*:*:*,cpe:2.3:a:oracle:secure_global_desktop:5.3:*:*:*:*:*:*:*","Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal",Apache httpd,NVD,9.1,CRITICAL,5.2,3.9,Network,Low,None,None,Unchanged,High,None,High,6.4,MEDIUM,4.9,10,Network,Low,None,Partial,None,Partial
CVE-2017-9789,11/14/2020,9249,SecurityFocus,"remote,dos,webapps",Apache HTTP Server,Apache,Denial of Service,416,cpe:2.3:a:apache:http_server:2.4.26:*:*:*:*:*:*:*,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal",Apache httpd,NVD,7.5,HIGH,3.6,3.9,Network,Low,None,None,Unchanged,None,None,High,5,MEDIUM,2.9,10,Network,Low,None,None,None,Partial
CVE-2017-9798,11/14/2020,3828037,Shodan.io,"remote,webapps",Apache HTTP Server,Apache,Memory Leak,416,"cpe:2.3:a:apache:http_server:*:*:*:*:*:*:*:*,cpe:2.3:a:apache:http_server:2.4.0:*:*:*:*:*:*:*,cpe:2.3:a:apache:http_server:2.4.1:*:*:*:*:*:*:*,cpe:2.3:a:apache:http_server:2.4.2:*:*:*:*:*:*:*,cpe:2.3:a:apache:http_server:2.4.3:*:*:*:*:*:*:*,cpe:2.3:a:apache:http_server:2.4.4:*:*:*:*:*:*:*,cpe:2.3:a:apache:http_server:2.4.6:*:*:*:*:*:*:*,cpe:2.3:a:apache:http_server:2.4.7:*:*:*:*:*:*:*,cpe:2.3:a:apache:http_server:2.4.9:*:*:*:*:*:*:*,cpe:2.3:a:apache:http_server:2.4.10:*:*:*:*:*:*:*,cpe:2.3:a:apache:http_server:2.4.12:*:*:*:*:*:*:*,cpe:2.3:a:apache:http_server:2.4.16:*:*:*:*:*:*:*,cpe:2.3:a:apache:http_server:2.4.17:*:*:*:*:*:*:*,cpe:2.3:a:apache:http_server:2.4.18:*:*:*:*:*:*:*,cpe:2.3:a:apache:http_server:2.4.20:*:*:*:*:*:*:*,cpe:2.3:a:apache:http_server:2.4.23:*:*:*:*:*:*:*,cpe:2.3:a:apache:http_server:2.4.25:*:*:*:*:*:*:*,cpe:2.3:a:apache:http_server:2.4.26:*:*:*:*:*:*:*,cpe:2.3:a:apache:http_server:2.4.27:*:*:*:*:*:*:*,cpe:2.3:o:debian:debian_linux:7.0:*:*:*:*:*:*:*,cpe:2.3:o:debian:debian_linux:8.0:*:*:*:*:*:*:*,cpe:2.3:o:debian:debian_linux:9.0:*:*:*:*:*:*:*","Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal",Apache httpd,NVD,7.5,HIGH,3.6,3.9,Network,Low,None,None,Unchanged,High,None,None,5,MEDIUM,2.9,10,Network,Low,None,Partial,None,None
CVE-2017-9933,11/14/2020,175,NVD,"remote,webapps",Joomla!,Joomla,Information Disclosure,200,"cpe:2.3:a:joomla:joomla\!:1.7.3:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:1.7.4:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:1.7.5:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.0:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.1:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.2:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.3:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.4:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.5:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.6:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.7:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.8:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.9:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.10:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.11:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.12:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:2.5.13:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:2.5.14:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:2.5.15:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:2.5.16:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:2.5.17:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:2.5.18:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:2.5.19:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:2.5.20:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:2.5.21:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:2.5.22:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:2.5.23:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:2.5.24:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:2.5.25:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:2.5.26:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:2.5.27:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:2.5.28:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.0.0:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.0.1:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.0.2:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.0.3:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.0.4:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.1.0:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.1.1:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.1.2:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.1.3:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.1.4:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.1.5:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.1.6:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.2.0:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.2.1:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.2.2:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.2.3:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.2.4:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.3.0:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.3.1:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.3.2:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.3.3:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.3.4:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.3.5:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.0:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.0:alpha:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.0:beta1:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.0:beta2:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.0:beta3:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.0:rc1:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.1:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.1:rc1:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.1:rc2:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.2:rc1:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.3:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.4:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.5:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.6:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.7:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.8:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.8:rc:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.5.0:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.5.0:beta:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.5.0:beta2:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.5.0:beta3:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.5.0:beta4:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.5.0:beta5:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.5.0:rc:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.5.0:rc2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:rc3:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:rc4:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.1:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.1:rc:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.0:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.0:alpha:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.0:beta1:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.0:beta2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.0:rc:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.0:rc2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.1:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.1:rc1:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.1:rc2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.2:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.3:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.3:rc1:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.3:rc2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.3:rc3:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.6.4:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.6.5:*:*:*:*:*:*:*","London,Dublin,Amsterdam,Mumbai","Apache httpd,nginx,Microsoft IIS httpd",NVD,7.5,HIGH,3.6,3.9,Network,Low,None,None,Unchanged,High,None,None,5,MEDIUM,2.9,10,Network,Low,None,Partial,None,None
CVE-2017-9934,11/14/2020,180,NVD,"remote,webapps",Joomla!,Joomla,Cross-Site Scripting,79,"cpe:2.3:a:joomla:joomla\!:1.7.3:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:1.7.4:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:1.7.5:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.0:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.1:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.2:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.3:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.4:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.5:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.6:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.7:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.8:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.9:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.10:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.11:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:2.5.12:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:2.5.13:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:2.5.14:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:2.5.15:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:2.5.16:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:2.5.17:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:2.5.18:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:2.5.19:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:2.5.20:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:2.5.21:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:2.5.22:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:2.5.23:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:2.5.24:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:2.5.25:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:2.5.26:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:2.5.27:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:2.5.28:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.0.0:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.0.1:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.0.2:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.0.3:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.0.4:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.1.0:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.1.1:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.1.2:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.1.3:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.1.4:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.1.5:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.1.6:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.2.0:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.2.1:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.2.2:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.2.3:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.2.4:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.3.0:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.3.1:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.3.2:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.3.3:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.3.4:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.3.5:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.0:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.0:alpha:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.0:beta1:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.0:beta2:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.0:beta3:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.0:rc1:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.1:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.1:rc1:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.1:rc2:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.2:rc1:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.3:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.4:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.5:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.6:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.7:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.8:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.4.8:rc:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.5.0:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.5.0:beta:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.5.0:beta2:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.5.0:beta3:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.5.0:beta4:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.5.0:beta5:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.5.0:rc:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.5.0:rc2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:rc3:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.0:rc4:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.1:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.5.1:rc:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.0:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.0:alpha:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.0:beta1:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.0:beta2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.0:rc:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.0:rc2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.1:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.1:rc1:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.1:rc2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.2:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.3:*:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.3:rc1:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.3:rc2:*:*:*:*:*:*,cpe:2.3:a:joomla:joomla\!:3.6.3:rc3:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.6.4:*:*:*:*:*:*:*cpe:2.3:a:joomla:joomla\!:3.6.5:*:*:*:*:*:*:*","London,Dublin,Amsterdam,Mumbai","Apache httpd,nginx,Microsoft IIS httpd",NVD,6.1,MEDIUM,2.7,2.8,Network,Low,None,Required,Changed,Low,Low,None,4.3,MEDIUM,2.9,8.6,Network,Medium,None,None,Partial,None
CVE-2018-0732 ,11/14/2020,848217,NVD,"remote,dos",OpenSSL,Openssl,Denial of Service,320,cpe:2.3:a:openssl:opensslcpe:2.3:a:openssl:opensslcpe:2.3:o:canonical:ubuntu_linux:12.04cpe:2.3:o:canonical:ubuntu_linux:14.04cpe:2.3:o:canonical:ubuntu_linux:16.04cpe:2.3:o:canonical:ubuntu_linux:17.10cpe:2.3:o:canonical:ubuntu_linux:18.04cpe:2.3:o:debian:debian_linux:8.0,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,MongoDB",NVD,7.5,HIGH,3.6,3.9,Network,Low,None,None,Unchanged,None,None,High,5,MEDIUM,2.9,10,Network,Low,None,None,None,Partial
CVE-2018-0733 ,11/14/2020,8960,NVD,remote,OpenSSL,Openssl,Man-in-The-Middle,20,cpe:2.3:a:openssl:openssl,"Tokyo,London,Dublin,Singapore,Amsterdam,Sydney,Chicago,Mumbai,Paris,Montreal","Apache httpd,MongoDB",NVD,5.9,MEDIUM,3.6,2.2,Network,High,None,None,Unchanged,None,High,None,4.3,MEDIUM,2.9,8.6,Network,Medium,None,Partial,None,None
